14
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.0703125	0.0703125	0.53125	0.68359375	0.99609375	0.96484375	0	0
0	0	0	0.19140625	0.98828125	0.98828125	0.98828125	0.98828125	0.98828125	0.87890625	0.98828125	0.76171875	0	0
0	0	0	0.0703125	0.98828125	0.98828125	0.98828125	0.7734375	0.96484375	0	0	0	0	0
0	0	0	0	0.0546875	0.6015625	0.98828125	0.0078125	0	0	0	0	0	0
0	0	0	0	0	0.04296875	0.98828125	0.87890625	0.421875	0	0	0	0	0
0	0	0	0	0	0	0.31640625	0.98828125	0.98828125	0.5859375	0	0	0	0
0	0	0	0	0	0	0	0.0625	0.984375	0.98828125	0.25	0	0	0
0	0	0	0	0	0	0.578125	0.98828125	0.98828125	0.98828125	0.0078125	0	0	0
0	0	0	0	0.2578125	0.98828125	0.98828125	0.98828125	0.98828125	0.3046875	0	0	0	0
0	0	0.671875	0.98828125	0.98828125	0.98828125	0.98828125	0.3125	0	0	0	0	0	0
0	0	0.98828125	0.98828125	0.828125	0.515625	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
