26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.01171875	0.08203125	0.15234375	0.2109375	0.6328125	1.09375	1.70703125	1.31640625	1.43359375	1.74609375	2.609375	2.45703125	1.4609375	0.49609375	0	0
0	0	0	0	0	0	0.1171875	0.2578125	0.625	1.109375	1.62109375	2.171875	2.48828125	2.75390625	2.33203125	1.87109375	1.1484375	1.22265625	1.10546875	0.859375	0.0859375	-0.5	-0.44921875	-0.24609375	0	0
0	0	0	0	0	0.19140625	1.00390625	1.8515625	2.28125	1.85546875	1.33203125	0.7109375	0.32421875	0	0	-0.0078125	-0.5234375	-0.875	-1.53515625	-1.74609375	-2.00390625	-1.5859375	-0.859375	-0.25	0	0
0	0	0	0	0	-0.12109375	-0.1953125	-0.1953125	-0.07421875	0	0	0	-0.21484375	-0.4921875	-0.515625	-0.33984375	-0.42578125	-0.72265625	-1.00390625	-0.859375	-0.69140625	-0.37109375	-0.15234375	0	0	0
0	0	0	0	0	-0.0703125	-0.61328125	-0.9921875	-1.4921875	-0.94921875	-0.5703125	-0.1875	-0.91796875	-1.62890625	-2.23828125	-1.84765625	-1.13671875	-0.33984375	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.3125	-0.8671875	-1.28125	-1.35546875	-0.80078125	-0.8359375	-0.4921875	-0.4921875	-0.2109375	-0.76953125	-0.76953125	-0.6015625	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.0546875	-0.05859375	-0.1171875	-0.0625	0.33203125	0.3984375	0.3984375	0.0078125	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.5	-0.74609375	-0.5	0.265625	0.51171875	0.265625	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.04296875	-0.6484375	-0.6953125	-0.046875	1.18359375	1.65234375	1.05078125	0.42578125	0.00390625	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.13671875	-0.76171875	-0.703125	-0.203125	0.98828125	1.390625	1.125	0.55859375	0.09765625	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-0.31640625	-1.078125	-1.33984375	-1.0234375	0.26171875	1.01171875	1.1171875	0.59375	0.10546875	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.17578125	-0.83984375	-1.46484375	-1.29296875	-0.2265625	1.0234375	1.02734375	0.625	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0625	-0.42578125	-0.4375	-0.375	0.23046875	0.4921875	0.4921875	0.25	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.1796875	0.6875	1.40234375	1.23828125	0.73046875	-0.1484375	-0.40625	-0.40625	-0.2421875	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.15234375	0.73046875	1.4453125	1.7734375	1.46875	0.75390625	0.26171875	-0.109375	-0.1171875	-0.10546875	-0.0078125	0	0	0	0	0
0	0	0	0	0	0	0	0	0.09375	0.5390625	1.25	1.56640625	1.21484375	0.50390625	0.09375	-0.203125	-0.875	-1.5859375	-1.3828125	-0.7109375	0	0	0	0	0	0
0	0	0	0	0	0	0.08984375	0.34765625	1.0859375	1.5390625	1.40625	0.66796875	0.125	-0.21484375	-0.88671875	-1.6640625	-1.75390625	-1.08203125	-0.3046875	0	0	0	0	0	0	0
0	0	0	0	0.0703125	0.73828125	1.50390625	2.1640625	1.65234375	0.88671875	0.15625	-0.2265625	-0.90234375	-1.640625	-1.73046875	-1.0625	-0.32421875	-0.0078125	0	0	0	0	0	0	0	0
0	0	0.21484375	0.88671875	1.69921875	1.8046875	1.265625	0.453125	0.1328125	-0.03515625	-0.50390625	-1.22265625	-1.5	-1.06640625	-0.34765625	-0.03515625	0	0	0	0	0	0	0	0	0	0
0	0	0.31640625	0.6328125	0.73828125	0.421875	-0.0546875	-0.62109375	-1.09375	-1.82421875	-1.8828125	-1.453125	-0.5625	-0.04296875	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.53125	-1.51953125	-2.5078125	-2.96484375	-2.8046875	-2.34375	-1.87109375	-1.10546875	-0.578125	-0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
